freqmid,freqw,MAE,RMSE,freqhi_actual,freqlo_actual,freqmid_actual,freqw_actual,fsv,nsv,r2
30.314331330207963,22.973967099940698,2.4326626471872657,3.3864780804172674,21.533203125,21.533203125,21.533203125,0.0,0.8490263459335624,3706.0,0.6539840394891642
30.314331330207963,26.390158215457884,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,30.314331330207963,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,34.822022531844965,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,40.0,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,45.9479341998814,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,52.78031643091579,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
30.314331330207963,60.62866266041593,1.852400521616691,2.6959604151815943,43.06640625,0.0,21.533203125,43.06640625,0.6955326460481099,3036.0,0.7807060671849891
30.314331330207963,69.64404506368992,,,,,,,,,
30.314331330207963,80.0,,,,,,,,,
30.314331330207963,91.8958683997628,,,,,,,,,
30.314331330207963,105.56063286183158,,,,,,,,,
30.314331330207963,121.25732532083185,,,,,,,,,
30.314331330207963,139.2880901273799,,,,,,,,,
30.314331330207963,160.0,,,,,,,,,
30.314331330207963,183.7917367995256,,,,,,,,,
30.314331330207963,211.12126572366316,,,,,,,,,
30.314331330207963,242.51465064166365,,,,,,,,,
30.314331330207963,278.57618025475983,,,,,,,,,
30.314331330207963,320.0,,,,,,,,,
30.314331330207963,367.5834735990512,,,,,,,,,
30.314331330207963,422.2425314473263,,,,,,,,,
30.314331330207963,485.0293012833276,,,,,,,,,
30.314331330207963,557.1523605095197,,,,,,,,,
30.314331330207963,640.0,,,,,,,,,
30.314331330207963,735.1669471981024,,,,,,,,,
30.314331330207963,844.4850628946526,,,,,,,,,
30.314331330207963,970.0586025666552,,,,,,,,,
30.314331330207963,1114.3047210190393,,,,,,,,,
30.314331330207963,1280.0,,,,,,,,,
30.314331330207963,1470.3338943962049,,,,,,,,,
30.314331330207963,1688.9701257893053,,,,,,,,,
30.314331330207963,1940.1172051333103,,,,,,,,,
30.314331330207963,2228.6094420380787,,,,,,,,,
30.314331330207963,2560.0,,,,,,,,,
30.314331330207963,2940.667788792408,,,,,,,,,
30.314331330207963,3377.9402515786105,,,,,,,,,
30.314331330207963,3880.234410266623,,,,,,,,,
30.314331330207963,4457.218884076157,,,,,,,,,
30.314331330207963,5120.0,,,,,,,,,
30.314331330207963,5881.335577584823,,,,,,,,,
30.314331330207963,6755.880503157221,,,,,,,,,
30.314331330207963,7760.468820533237,,,,,,,,,
30.314331330207963,8914.437768152315,,,,,,,,,
30.314331330207963,10240.0,,,,,,,,,
30.314331330207963,11762.671155169646,,,,,,,,,
30.314331330207963,13511.761006314442,,,,,,,,,
30.314331330207963,15520.937641066492,,,,,,,,,
30.314331330207963,17828.87553630463,,,,,,,,,
30.314331330207963,20480.0,,,,,,,,,
34.822022531844965,20.0,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
34.822022531844965,22.973967099940698,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
34.822022531844965,26.390158215457884,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
34.822022531844965,30.314331330207963,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
34.822022531844965,34.822022531844965,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
34.822022531844965,40.0,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
34.822022531844965,45.9479341998814,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
34.822022531844965,52.78031643091579,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
34.822022531844965,60.62866266041593,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
34.822022531844965,69.64404506368992,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
34.822022531844965,80.0,,,,,,,,,
34.822022531844965,91.8958683997628,,,,,,,,,
34.822022531844965,105.56063286183158,,,,,,,,,
34.822022531844965,121.25732532083185,,,,,,,,,
34.822022531844965,139.2880901273799,,,,,,,,,
34.822022531844965,160.0,,,,,,,,,
34.822022531844965,183.7917367995256,,,,,,,,,
34.822022531844965,211.12126572366316,,,,,,,,,
34.822022531844965,242.51465064166365,,,,,,,,,
34.822022531844965,278.57618025475983,,,,,,,,,
34.822022531844965,320.0,,,,,,,,,
34.822022531844965,367.5834735990512,,,,,,,,,
34.822022531844965,422.2425314473263,,,,,,,,,
34.822022531844965,485.0293012833276,,,,,,,,,
34.822022531844965,557.1523605095197,,,,,,,,,
34.822022531844965,640.0,,,,,,,,,
34.822022531844965,735.1669471981024,,,,,,,,,
34.822022531844965,844.4850628946526,,,,,,,,,
34.822022531844965,970.0586025666552,,,,,,,,,
34.822022531844965,1114.3047210190393,,,,,,,,,
34.822022531844965,1280.0,,,,,,,,,
34.822022531844965,1470.3338943962049,,,,,,,,,
34.822022531844965,1688.9701257893053,,,,,,,,,
34.822022531844965,1940.1172051333103,,,,,,,,,
34.822022531844965,2228.6094420380787,,,,,,,,,
34.822022531844965,2560.0,,,,,,,,,
34.822022531844965,2940.667788792408,,,,,,,,,
34.822022531844965,3377.9402515786105,,,,,,,,,
34.822022531844965,3880.234410266623,,,,,,,,,
34.822022531844965,4457.218884076157,,,,,,,,,
34.822022531844965,5120.0,,,,,,,,,
34.822022531844965,5881.335577584823,,,,,,,,,
34.822022531844965,6755.880503157221,,,,,,,,,
34.822022531844965,7760.468820533237,,,,,,,,,
34.822022531844965,8914.437768152315,,,,,,,,,
34.822022531844965,10240.0,,,,,,,,,
34.822022531844965,11762.671155169646,,,,,,,,,
34.822022531844965,13511.761006314442,,,,,,,,,
34.822022531844965,15520.937641066492,,,,,,,,,
34.822022531844965,17828.87553630463,,,,,,,,,
34.822022531844965,20480.0,,,,,,,,,
40.0,20.0,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
40.0,22.973967099940698,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
40.0,26.390158215457884,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
40.0,30.314331330207963,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
40.0,34.822022531844965,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
40.0,40.0,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
40.0,45.9479341998814,2.0748111763883634,2.8546778546065625,43.06640625,21.533203125,32.2998046875,21.533203125,0.8126002290950745,3547.0,0.7541253210260181
40.0,52.78031643091579,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
40.0,60.62866266041593,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
40.0,69.64404506368992,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
40.0,80.0,1.3428106693460173,1.977407132362758,64.599609375,0.0,32.2998046875,64.599609375,0.6004581901489118,2621.0,0.8820245108955663
40.0,91.8958683997628,,,,,,,,,
40.0,105.56063286183158,,,,,,,,,
40.0,121.25732532083185,,,,,,,,,
40.0,139.2880901273799,,,,,,,,,
40.0,160.0,,,,,,,,,
40.0,183.7917367995256,,,,,,,,,
40.0,211.12126572366316,,,,,,,,,
40.0,242.51465064166365,,,,,,,,,
40.0,278.57618025475983,,,,,,,,,
40.0,320.0,,,,,,,,,
40.0,367.5834735990512,,,,,,,,,
40.0,422.2425314473263,,,,,,,,,
40.0,485.0293012833276,,,,,,,,,
40.0,557.1523605095197,,,,,,,,,
40.0,640.0,,,,,,,,,
40.0,735.1669471981024,,,,,,,,,
40.0,844.4850628946526,,,,,,,,,
40.0,970.0586025666552,,,,,,,,,
40.0,1114.3047210190393,,,,,,,,,
40.0,1280.0,,,,,,,,,
40.0,1470.3338943962049,,,,,,,,,
40.0,1688.9701257893053,,,,,,,,,
40.0,1940.1172051333103,,,,,,,,,
40.0,2228.6094420380787,,,,,,,,,
40.0,2560.0,,,,,,,,,
40.0,2940.667788792408,,,,,,,,,
40.0,3377.9402515786105,,,,,,,,,
40.0,3880.234410266623,,,,,,,,,
40.0,4457.218884076157,,,,,,,,,
40.0,5120.0,,,,,,,,,
40.0,5881.335577584823,,,,,,,,,
40.0,6755.880503157221,,,,,,,,,
40.0,7760.468820533237,,,,,,,,,
40.0,8914.437768152315,,,,,,,,,
40.0,10240.0,,,,,,,,,
40.0,11762.671155169646,,,,,,,,,
40.0,13511.761006314442,,,,,,,,,
40.0,15520.937641066492,,,,,,,,,
40.0,17828.87553630463,,,,,,,,,
40.0,20480.0,,,,,,,,,
45.9479341998814,20.0,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
45.9479341998814,22.973967099940698,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
45.9479341998814,26.390158215457884,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
45.9479341998814,30.314331330207963,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
45.9479341998814,34.822022531844965,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
45.9479341998814,40.0,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
45.9479341998814,45.9479341998814,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
45.9479341998814,52.78031643091579,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
45.9479341998814,60.62866266041593,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
45.9479341998814,69.64404506368992,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
45.9479341998814,80.0,1.4800738227418375,2.2587471275740216,64.599609375,21.533203125,43.06640625,43.06640625,0.6171821305841925,2694.0,0.846065905799299
45.9479341998814,91.8958683997628,1.0293890395981977,1.5830877346715038,86.1328125,0.0,43.06640625,86.1328125,0.5530355097365407,2414.0,0.9243847204350188
45.9479341998814,105.56063286183158,,,,,,,,,
45.9479341998814,121.25732532083185,,,,,,,,,
45.9479341998814,139.2880901273799,,,,,,,,,
45.9479341998814,160.0,,,,,,,,,
45.9479341998814,183.7917367995256,,,,,,,,,
45.9479341998814,211.12126572366316,,,,,,,,,
45.9479341998814,242.51465064166365,,,,,,,,,
45.9479341998814,278.57618025475983,,,,,,,,,
45.9479341998814,320.0,,,,,,,,,
45.9479341998814,367.5834735990512,,,,,,,,,
45.9479341998814,422.2425314473263,,,,,,,,,
45.9479341998814,485.0293012833276,,,,,,,,,
45.9479341998814,557.1523605095197,,,,,,,,,
45.9479341998814,640.0,,,,,,,,,
45.9479341998814,735.1669471981024,,,,,,,,,
45.9479341998814,844.4850628946526,,,,,,,,,
45.9479341998814,970.0586025666552,,,,,,,,,
45.9479341998814,1114.3047210190393,,,,,,,,,
45.9479341998814,1280.0,,,,,,,,,
45.9479341998814,1470.3338943962049,,,,,,,,,
45.9479341998814,1688.9701257893053,,,,,,,,,
45.9479341998814,1940.1172051333103,,,,,,,,,
45.9479341998814,2228.6094420380787,,,,,,,,,
45.9479341998814,2560.0,,,,,,,,,
45.9479341998814,2940.667788792408,,,,,,,,,
45.9479341998814,3377.9402515786105,,,,,,,,,
45.9479341998814,3880.234410266623,,,,,,,,,
45.9479341998814,4457.218884076157,,,,,,,,,
45.9479341998814,5120.0,,,,,,,,,
45.9479341998814,5881.335577584823,,,,,,,,,
45.9479341998814,6755.880503157221,,,,,,,,,
45.9479341998814,7760.468820533237,,,,,,,,,
45.9479341998814,8914.437768152315,,,,,,,,,
45.9479341998814,10240.0,,,,,,,,,
45.9479341998814,11762.671155169646,,,,,,,,,
45.9479341998814,13511.761006314442,,,,,,,,,
45.9479341998814,15520.937641066492,,,,,,,,,
45.9479341998814,17828.87553630463,,,,,,,,,
45.9479341998814,20480.0,,,,,,,,,
52.78031643091579,20.0,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
52.78031643091579,22.973967099940698,2.300615974329383,3.0552661311364124,43.06640625,43.06640625,43.06640625,0.0,0.8593356242840778,3751.0,0.7183578276409679
52.78031643091579,26.390158215457884,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,30.314331330207963,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,34.822022531844965,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,40.0,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,45.9479341998814,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,52.78031643091579,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,60.62866266041593,1.4806495519837444,2.3437381816744107,64.599609375,43.06640625,53.8330078125,21.533203125,0.5837342497136312,2548.0,0.8342636446384909
52.78031643091579,69.64404506368992,1.0540687805369373,1.6383472766553213,86.1328125,21.533203125,53.8330078125,64.599609375,0.5576174112256587,2434.0,0.9190137068692013
52.78031643091579,80.0,1.0540687805369373,1.6383472766553213,86.1328125,21.533203125,53.8330078125,64.599609375,0.5576174112256587,2434.0,0.9190137068692013
52.78031643091579,91.8958683997628,1.0540687805369373,1.6383472766553213,86.1328125,21.533203125,53.8330078125,64.599609375,0.5576174112256587,2434.0,0.9190137068692013
52.78031643091579,105.56063286183158,1.0293890395981977,1.5830877346715038,86.1328125,0.0,43.06640625,86.1328125,0.5530355097365407,2414.0,0.9243847204350188
52.78031643091579,121.25732532083185,,,,,,,,,
52.78031643091579,139.2880901273799,,,,,,,,,
52.78031643091579,160.0,,,,,,,,,
52.78031643091579,183.7917367995256,,,,,,,,,
52.78031643091579,211.12126572366316,,,,,,,,,
52.78031643091579,242.51465064166365,,,,,,,,,
52.78031643091579,278.57618025475983,,,,,,,,,
52.78031643091579,320.0,,,,,,,,,
52.78031643091579,367.5834735990512,,,,,,,,,
52.78031643091579,422.2425314473263,,,,,,,,,
52.78031643091579,485.0293012833276,,,,,,,,,
52.78031643091579,557.1523605095197,,,,,,,,,
52.78031643091579,640.0,,,,,,,,,
52.78031643091579,735.1669471981024,,,,,,,,,
52.78031643091579,844.4850628946526,,,,,,,,,
52.78031643091579,970.0586025666552,,,,,,,,,
52.78031643091579,1114.3047210190393,,,,,,,,,
52.78031643091579,1280.0,,,,,,,,,
52.78031643091579,1470.3338943962049,,,,,,,,,
52.78031643091579,1688.9701257893053,,,,,,,,,
52.78031643091579,1940.1172051333103,,,,,,,,,
52.78031643091579,2228.6094420380787,,,,,,,,,
52.78031643091579,2560.0,,,,,,,,,
52.78031643091579,2940.667788792408,,,,,,,,,
52.78031643091579,3377.9402515786105,,,,,,,,,
52.78031643091579,3880.234410266623,,,,,,,,,
52.78031643091579,4457.218884076157,,,,,,,,,
52.78031643091579,5120.0,,,,,,,,,
52.78031643091579,5881.335577584823,,,,,,,,,
52.78031643091579,6755.880503157221,,,,,,,,,
52.78031643091579,7760.468820533237,,,,,,,,,
52.78031643091579,8914.437768152315,,,,,,,,,
52.78031643091579,10240.0,,,,,,,,,
52.78031643091579,11762.671155169646,,,,,,,,,
52.78031643091579,13511.761006314442,,,,,,,,,
52.78031643091579,15520.937641066492,,,,,,,,,
52.78031643091579,17828.87553630463,,,,,,,,,
52.78031643091579,20480.0,,,,,,,,,
60.62866266041593,20.0,2.5123557638720553,3.2677706089721745,64.599609375,64.599609375,64.599609375,0.0,0.8542955326460481,3729.0,0.6778169277029313
60.62866266041593,22.973967099940698,2.5123557638720553,3.2677706089721745,64.599609375,64.599609375,64.599609375,0.0,0.8542955326460481,3729.0,0.6778169277029313
60.62866266041593,26.390158215457884,2.5123557638720553,3.2677706089721745,64.599609375,64.599609375,64.599609375,0.0,0.8542955326460481,3729.0,0.6778169277029313
60.62866266041593,30.314331330207963,2.5123557638720553,3.2677706089721745,64.599609375,64.599609375,64.599609375,0.0,0.8542955326460481,3729.0,0.6778169277029313
60.62866266041593,34.822022531844965,2.5123557638720553,3.2677706089721745,64.599609375,64.599609375,64.599609375,0.0,0.8542955326460481,3729.0,0.6778169277029313
